idx,is_inclusive,premise,question,label
5167,1,Earlie is not easy-going or Milo is disruptive. Milo is disruptive.,Milo is disruptive,1
5168,1,Earlie is not easy-going or Milo is disruptive. Milo is disruptive.,Milo is not disruptive,0
5169,1,Minnie is not nosy or Malissa is not sullen. Malissa is sullen.,Minnie is nosy,0
5170,1,Minnie is not nosy or Malissa is not sullen. Malissa is sullen.,Minnie is not nosy,1
5171,1,Minnie is not nosy or Malissa is not sullen. Malissa is sullen.,Malissa is sullen,1
5172,1,Minnie is not nosy or Malissa is not sullen. Malissa is sullen.,Malissa is not sullen,0
5173,0,Either Melissa is not smart or Loyal is not analytical. Melissa is smart.,Melissa is smart,1
5174,0,Either Melissa is not smart or Loyal is not analytical. Melissa is smart.,Melissa is not smart,0
5175,0,Either Melissa is not smart or Loyal is not analytical. Melissa is smart.,Loyal is analytical,0
5176,0,Either Melissa is not smart or Loyal is not analytical. Melissa is smart.,Loyal is not analytical,1
5177,1,Mose is not evasive or Toby is abnormal. Mose is not evasive.,Mose is evasive,0
5178,1,Mose is not evasive or Toby is abnormal. Mose is not evasive.,Mose is not evasive,1
5179,1,Mose is not evasive or Toby is abnormal. Mose is not evasive.,Toby is abnormal,1
5180,1,Mose is not evasive or Toby is abnormal. Mose is not evasive.,Toby is not abnormal,1
5181,0,Either Edward is not fussy or Marguerite is not respectful. Edward is not fussy.,Edward is fussy,0
5182,0,Either Edward is not fussy or Marguerite is not respectful. Edward is not fussy.,Edward is not fussy,1
5183,0,Either Edward is not fussy or Marguerite is not respectful. Edward is not fussy.,Marguerite is respectful,1
5184,0,Either Edward is not fussy or Marguerite is not respectful. Edward is not fussy.,Marguerite is not respectful,0
5185,0,Either Elda is not flabby or Imogene is not boisterous. Elda is not flabby.,Elda is flabby,0
5186,0,Either Elda is not flabby or Imogene is not boisterous. Elda is not flabby.,Elda is not flabby,1
5187,0,Either Elda is not flabby or Imogene is not boisterous. Elda is not flabby.,Imogene is boisterous,1
5188,0,Either Elda is not flabby or Imogene is not boisterous. Elda is not flabby.,Imogene is not boisterous,0
5189,1,Dorathy is not stern or Ethyl is not impatient. Ethyl is impatient.,Dorathy is stern,0
5190,1,Dorathy is not stern or Ethyl is not impatient. Ethyl is impatient.,Dorathy is not stern,1
5191,1,Dorathy is not stern or Ethyl is not impatient. Ethyl is impatient.,Ethyl is impatient,1
5192,1,Dorathy is not stern or Ethyl is not impatient. Ethyl is impatient.,Ethyl is not impatient,0
5193,1,Carlo is not spiteful or Bertrand is warm. Bertrand is warm.,Carlo is spiteful,1
5194,1,Carlo is not spiteful or Bertrand is warm. Bertrand is warm.,Carlo is not spiteful,1
5195,1,Carlo is not spiteful or Bertrand is warm. Bertrand is warm.,Bertrand is warm,1
5196,1,Carlo is not spiteful or Bertrand is warm. Bertrand is warm.,Bertrand is not warm,0
5197,1,Joel is not smart or Stephen is not average. Joel is smart.,Joel is smart,1
5198,1,Joel is not smart or Stephen is not average. Joel is smart.,Joel is not smart,0
5199,1,Joel is not smart or Stephen is not average. Joel is smart.,Stephen is average,0
5200,1,Joel is not smart or Stephen is not average. Joel is smart.,Stephen is not average,1
5201,0,Either Coy is listless or Sarah is dowdy. Coy is listless.,Coy is listless,1
5202,0,Either Coy is listless or Sarah is dowdy. Coy is listless.,Coy is not listless,0
5203,0,Either Coy is listless or Sarah is dowdy. Coy is listless.,Sarah is dowdy,0
5204,0,Either Coy is listless or Sarah is dowdy. Coy is listless.,Sarah is not dowdy,1
5205,1,Gregg is moronic or Shauna is not respected. Gregg is not moronic.,Gregg is moronic,0
5206,1,Gregg is moronic or Shauna is not respected. Gregg is not moronic.,Gregg is not moronic,1
5207,1,Gregg is moronic or Shauna is not respected. Gregg is not moronic.,Shauna is respected,0
5208,1,Gregg is moronic or Shauna is not respected. Gregg is not moronic.,Shauna is not respected,1
5209,1,Coleman is not friendly or Oran is charming. Oran is not charming.,Coleman is friendly,0
5210,1,Coleman is not friendly or Oran is charming. Oran is not charming.,Coleman is not friendly,1
5211,1,Coleman is not friendly or Oran is charming. Oran is not charming.,Oran is charming,0
5212,1,Coleman is not friendly or Oran is charming. Oran is not charming.,Oran is not charming,1
5213,1,Maxine is not shy or Jefferson is capable. Jefferson is capable.,Maxine is shy,1
5214,1,Maxine is not shy or Jefferson is capable. Jefferson is capable.,Maxine is not shy,1
5215,1,Maxine is not shy or Jefferson is capable. Jefferson is capable.,Jefferson is capable,1
5216,1,Maxine is not shy or Jefferson is capable. Jefferson is capable.,Jefferson is not capable,0
5217,0,Either Suzanne is not soulful or Leroy is not sassy. Leroy is not sassy.,Suzanne is soulful,1
5218,0,Either Suzanne is not soulful or Leroy is not sassy. Leroy is not sassy.,Suzanne is not soulful,0
5219,0,Either Suzanne is not soulful or Leroy is not sassy. Leroy is not sassy.,Leroy is sassy,0
5220,0,Either Suzanne is not soulful or Leroy is not sassy. Leroy is not sassy.,Leroy is not sassy,1
5221,1,Blanca is maternal or Ben is analytical. Blanca is not maternal.,Blanca is maternal,0
5222,1,Blanca is maternal or Ben is analytical. Blanca is not maternal.,Blanca is not maternal,1
5223,1,Blanca is maternal or Ben is analytical. Blanca is not maternal.,Ben is analytical,1
5224,1,Blanca is maternal or Ben is analytical. Blanca is not maternal.,Ben is not analytical,0
5225,1,Lettie is testy or Lary is love-lorn. Lettie is not testy.,Lettie is testy,0
5226,1,Lettie is testy or Lary is love-lorn. Lettie is not testy.,Lettie is not testy,1
5227,1,Lettie is testy or Lary is love-lorn. Lettie is not testy.,Lary is love-lorn,1
5228,1,Lettie is testy or Lary is love-lorn. Lettie is not testy.,Lary is not love-lorn,0
5229,0,Either Freddy is not passionate or Eleanore is not mature. Eleanore is mature.,Freddy is passionate,0
5230,0,Either Freddy is not passionate or Eleanore is not mature. Eleanore is mature.,Freddy is not passionate,1
5231,0,Either Freddy is not passionate or Eleanore is not mature. Eleanore is mature.,Eleanore is mature,1
5232,0,Either Freddy is not passionate or Eleanore is not mature. Eleanore is mature.,Eleanore is not mature,0
5233,1,William is motivated or Lou is not moronic. William is not motivated.,William is motivated,0
5234,1,William is motivated or Lou is not moronic. William is not motivated.,William is not motivated,1
5235,1,William is motivated or Lou is not moronic. William is not motivated.,Lou is moronic,0
5236,1,William is motivated or Lou is not moronic. William is not motivated.,Lou is not moronic,1
5237,0,Either Patsy is not shrewd or Myron is not local. Myron is local.,Patsy is shrewd,0
5238,0,Either Patsy is not shrewd or Myron is not local. Myron is local.,Patsy is not shrewd,1
5239,0,Either Patsy is not shrewd or Myron is not local. Myron is local.,Myron is local,1
5240,0,Either Patsy is not shrewd or Myron is not local. Myron is local.,Myron is not local,0
5241,1,Vernie is not obliging or Jacquelyn is silly. Vernie is not obliging.,Vernie is obliging,0
5242,1,Vernie is not obliging or Jacquelyn is silly. Vernie is not obliging.,Vernie is not obliging,1
5243,1,Vernie is not obliging or Jacquelyn is silly. Vernie is not obliging.,Jacquelyn is silly,1
5244,1,Vernie is not obliging or Jacquelyn is silly. Vernie is not obliging.,Jacquelyn is not silly,1
5245,1,Brayan is lively or Leona is not amazing. Brayan is not lively.,Brayan is lively,0
5246,1,Brayan is lively or Leona is not amazing. Brayan is not lively.,Brayan is not lively,1
5247,1,Brayan is lively or Leona is not amazing. Brayan is not lively.,Leona is amazing,0
5248,1,Brayan is lively or Leona is not amazing. Brayan is not lively.,Leona is not amazing,1
5249,0,Either Amanda is staid or Adelaide is eager. Amanda is not staid.,Amanda is staid,0
5250,0,Either Amanda is staid or Adelaide is eager. Amanda is not staid.,Amanda is not staid,1
5251,0,Either Amanda is staid or Adelaide is eager. Amanda is not staid.,Adelaide is eager,1
5252,0,Either Amanda is staid or Adelaide is eager. Amanda is not staid.,Adelaide is not eager,0
5253,0,Either Hobert is inventive or Charley is not immature. Hobert is not inventive.,Hobert is inventive,0
5254,0,Either Hobert is inventive or Charley is not immature. Hobert is not inventive.,Hobert is not inventive,1
5255,0,Either Hobert is inventive or Charley is not immature. Hobert is not inventive.,Charley is immature,0
5256,0,Either Hobert is inventive or Charley is not immature. Hobert is not inventive.,Charley is not immature,1
5257,1,Blanch is not groggy or Calvin is eager. Blanch is groggy.,Blanch is groggy,1
5258,1,Blanch is not groggy or Calvin is eager. Blanch is groggy.,Blanch is not groggy,0
5259,1,Blanch is not groggy or Calvin is eager. Blanch is groggy.,Calvin is eager,1
5260,1,Blanch is not groggy or Calvin is eager. Blanch is groggy.,Calvin is not eager,0
5261,0,Either Don is not brave or Zita is not pleasant. Zita is pleasant.,Don is brave,0
5262,0,Either Don is not brave or Zita is not pleasant. Zita is pleasant.,Don is not brave,1
5263,0,Either Don is not brave or Zita is not pleasant. Zita is pleasant.,Zita is pleasant,1
5264,0,Either Don is not brave or Zita is not pleasant. Zita is pleasant.,Zita is not pleasant,0
5265,1,Vincenzo is dull or Jeremiah is not watchful. Vincenzo is not dull.,Vincenzo is dull,0
5266,1,Vincenzo is dull or Jeremiah is not watchful. Vincenzo is not dull.,Vincenzo is not dull,1
5267,1,Vincenzo is dull or Jeremiah is not watchful. Vincenzo is not dull.,Jeremiah is watchful,0
5268,1,Vincenzo is dull or Jeremiah is not watchful. Vincenzo is not dull.,Jeremiah is not watchful,1
5269,1,Reta is reclusive or Coleen is cynical. Reta is not reclusive.,Reta is reclusive,0
5270,1,Reta is reclusive or Coleen is cynical. Reta is not reclusive.,Reta is not reclusive,1
5271,1,Reta is reclusive or Coleen is cynical. Reta is not reclusive.,Coleen is cynical,1
5272,1,Reta is reclusive or Coleen is cynical. Reta is not reclusive.,Coleen is not cynical,0
5273,1,Jude is cordial or Laverne is devoted. Jude is not cordial.,Jude is cordial,0
5274,1,Jude is cordial or Laverne is devoted. Jude is not cordial.,Jude is not cordial,1
5275,1,Jude is cordial or Laverne is devoted. Jude is not cordial.,Laverne is devoted,1
5276,1,Jude is cordial or Laverne is devoted. Jude is not cordial.,Laverne is not devoted,0
5277,1,Issac is not average or Elias is silly. Issac is not average.,Issac is average,0
5278,1,Issac is not average or Elias is silly. Issac is not average.,Issac is not average,1
5279,1,Issac is not average or Elias is silly. Issac is not average.,Elias is silly,1
5280,1,Issac is not average or Elias is silly. Issac is not average.,Elias is not silly,1
5281,0,Either Rowena is strong or Harry is not dirty. Rowena is strong.,Rowena is strong,1
5282,0,Either Rowena is strong or Harry is not dirty. Rowena is strong.,Rowena is not strong,0
5283,0,Either Rowena is strong or Harry is not dirty. Rowena is strong.,Harry is dirty,1
5284,0,Either Rowena is strong or Harry is not dirty. Rowena is strong.,Harry is not dirty,0
5285,0,Either Merlin is not deft or Doc is not mature. Merlin is deft.,Merlin is deft,1
5286,0,Either Merlin is not deft or Doc is not mature. Merlin is deft.,Merlin is not deft,0
5287,0,Either Merlin is not deft or Doc is not mature. Merlin is deft.,Doc is mature,0
5288,0,Either Merlin is not deft or Doc is not mature. Merlin is deft.,Doc is not mature,1
5289,0,Either Suzann is not natural or Arthur is leery. Arthur is leery.,Suzann is natural,1
5290,0,Either Suzann is not natural or Arthur is leery. Arthur is leery.,Suzann is not natural,0
5291,0,Either Suzann is not natural or Arthur is leery. Arthur is leery.,Arthur is leery,1
5292,0,Either Suzann is not natural or Arthur is leery. Arthur is leery.,Arthur is not leery,0
5293,1,Zack is staid or Irene is not gluttonous. Zack is staid.,Zack is staid,1
5294,1,Zack is staid or Irene is not gluttonous. Zack is staid.,Zack is not staid,0
5295,1,Zack is staid or Irene is not gluttonous. Zack is staid.,Irene is gluttonous,1
5296,1,Zack is staid or Irene is not gluttonous. Zack is staid.,Irene is not gluttonous,1
5297,1,Veronica is impatient or Hugh is sullen. Hugh is sullen.,Veronica is impatient,1
5298,1,Veronica is impatient or Hugh is sullen. Hugh is sullen.,Veronica is not impatient,1
5299,1,Veronica is impatient or Hugh is sullen. Hugh is sullen.,Hugh is sullen,1
5300,1,Veronica is impatient or Hugh is sullen. Hugh is sullen.,Hugh is not sullen,0
5301,0,Either Ruthann is musical or Elisa is normal. Elisa is normal.,Ruthann is musical,0
5302,0,Either Ruthann is musical or Elisa is normal. Elisa is normal.,Ruthann is not musical,1
5303,0,Either Ruthann is musical or Elisa is normal. Elisa is normal.,Elisa is normal,1
5304,0,Either Ruthann is musical or Elisa is normal. Elisa is normal.,Elisa is not normal,0
5305,0,Either Dawn is not respectful or Jerod is not emotional. Jerod is not emotional.,Dawn is respectful,1
5306,0,Either Dawn is not respectful or Jerod is not emotional. Jerod is not emotional.,Dawn is not respectful,0
5307,0,Either Dawn is not respectful or Jerod is not emotional. Jerod is not emotional.,Jerod is emotional,0
5308,0,Either Dawn is not respectful or Jerod is not emotional. Jerod is not emotional.,Jerod is not emotional,1
5309,1,Karla is not fussy or Ilene is not demure. Ilene is not demure.,Karla is fussy,1
5310,1,Karla is not fussy or Ilene is not demure. Ilene is not demure.,Karla is not fussy,1
5311,1,Karla is not fussy or Ilene is not demure. Ilene is not demure.,Ilene is demure,0
5312,1,Karla is not fussy or Ilene is not demure. Ilene is not demure.,Ilene is not demure,1
5313,1,Carlo is not revered or Dillan is distant. Carlo is not revered.,Carlo is revered,0
5314,1,Carlo is not revered or Dillan is distant. Carlo is not revered.,Carlo is not revered,1
5315,1,Carlo is not revered or Dillan is distant. Carlo is not revered.,Dillan is distant,1
5316,1,Carlo is not revered or Dillan is distant. Carlo is not revered.,Dillan is not distant,1
5317,1,Robbie is curious or Roberta is unhelpful. Robbie is not curious.,Robbie is curious,0
5318,1,Robbie is curious or Roberta is unhelpful. Robbie is not curious.,Robbie is not curious,1
5319,1,Robbie is curious or Roberta is unhelpful. Robbie is not curious.,Roberta is unhelpful,1
5320,1,Robbie is curious or Roberta is unhelpful. Robbie is not curious.,Roberta is not unhelpful,0
5321,0,Either Jesus is not unsure or Patrick is not flashy. Patrick is not flashy.,Jesus is unsure,1
5322,0,Either Jesus is not unsure or Patrick is not flashy. Patrick is not flashy.,Jesus is not unsure,0
5323,0,Either Jesus is not unsure or Patrick is not flashy. Patrick is not flashy.,Patrick is flashy,0
5324,0,Either Jesus is not unsure or Patrick is not flashy. Patrick is not flashy.,Patrick is not flashy,1
5325,1,Verdie is not natural or Jake is diligent. Verdie is natural.,Verdie is natural,1
